Oil_store,주소,가격,셀프,상표
삼융주유소,서울 은평구 수색로 299 (수색동),-,N,SK에너지
안풍주유소,서울 종로구 자하문로 303,1769,N,S-OIL
자하문주유소,서울 종로구 자하문로 248 (부암동),1769,Y,SK에너지
㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),1769,N,현대오일뱅크
구도일주유소특종,서울 종로구 평창문화로 90 (평창동),1790,N,S-OIL
현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),2028,N,현대오일뱅크
SK북악주유소,서울 종로구 평창문화로 137,2088,N,SK에너지
경복궁주유소,서울 종로구 율곡로 6 (중학동),2155,N,GS칼텍스
(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65 (사직동),2178,N,GS칼텍스
(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,2178,N,SK에너지
세화주유소,서울 중구 왕십리로 403,1738,N,알뜰주유소
현대오일뱅크 장원주유소,서울 중구 동호로 203 (신당동),1868,N,현대오일뱅크
화성주유소,서울 중구 다산로 233,1988,N,S-OIL
장충주유소,서울 중구 장충단로 202 (장충동1가),1988,N,SK에너지
신당동주유소,서울 중구 다산로 242 (신당동),1998,N,SK에너지
SK에너지(주) 통일주유소,서울 중구 동호로 296,2038,N,SK에너지
약수주유소,서울 중구 다산로 173,2198,N,GS칼텍스
SK에너지(주) 퇴계로주유소,서울 중구 퇴계로 228 (필동2가),2309,N,SK에너지
필동주유소,서울 중구  퇴계로 196 (필동2가),2329,N,GS칼텍스
서남주유소,서울 중구 통일로 30,2493,N,SK에너지
지에스칼텍스(주)직영 역전점,서울 중구 퇴계로 15,-,N,GS칼텍스
구도일주유소 동천,서울 중랑구 동일로 654 (면목동),1625,Y,S-OIL
(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),1625,N,현대오일뱅크
대원주유소,서울 중랑구 동일로 600,1625,Y,GS칼텍스
면목SELF주유소,서울 중랑구 동일로 627 (면목동),1625,Y,SK에너지
대양주유소,서울 중랑구 봉우재로 105 (상봉동),1625,Y,GS칼텍스
오천만주유소,서울 중랑구 동일로 547 (면목동),1627,Y,S-OIL
우림주유소,서울 중랑구 용마산로 487 (망우동),1635,Y,GS칼텍스
(주)기지에너지,서울 중랑구 용마산로 716 (신내동),1655,N,S-OIL
용마로주유소,서울 중랑구 용마산로 309 (면목동),1658,Y,SK에너지
(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),1665,Y,S-OIL
신내주유소,서울 중랑구 용마산로 705 (신내동),1667,Y,SK에너지
범아주유소,서울 중랑구 동일로 881 (묵동),1668,N,S-OIL
신일셀프주유소,서울 중랑구 상봉로 58 (망우동),1679,Y,SK에너지
현대오일뱅크㈜직영 중랑교셀프주유소,서울 중랑구 망우로 229 (중화동),1688,Y,현대오일뱅크
지에스칼텍스㈜ 소망주유소,서울 중랑구 망우로 475,-,Y,GS칼텍스
공항대로주유소,부산 강서구 공항로 1217 (대저1동),1595,Y,알뜰주유소
(주)우양네트웍스 송산주유소,부산 강서구 호계로 200 (죽동동),1595,Y,S-OIL
동방석유㈜직영 대저주유소,부산 강서구 낙동북로 209 (대저1동),1598,Y,SK에너지
은마석유 경기장주유소,부산 강서구 낙동북로 364 (대저1동),1598,Y,GS칼텍스
대경산업(주) 구랑주유소,부산 강서구 가락대로 546 (구랑동),1598,Y,GS칼텍스
(주)시큐 국제산단주유소,부산 강서구 생곡로 272,1598,Y,GS칼텍스
은마석유(주)신호주유소,부산 강서구  낙동남로 514 (화전동),1598,Y,현대오일뱅크
맥도주유소,부산 강서구 공항로 381 (대저2동),1599,Y,알뜰주유소
비케이원(주) 미래드림주유소,부산 강서구 가락대로 649,1599,Y,현대오일뱅크
OS신항주유소,부산 강서구 가락대로 845,1599,Y,GS칼텍스
부산축산농협주유소,부산 강서구 낙동남로 448 (녹산동),1599,N,NH-OIL
은마석유(주)직영 강서주유소,부산 강서구 공항로 483 (대저2동),1599,Y,현대오일뱅크
평강주유소,부산 강서구 평강로 309 (대저1동),1607,Y,SK에너지
(주)소모에너지 과학셀프주유소,부산 강서구 과학산단로 297 (지사동),1608,Y,GS칼텍스
(주)경인에너지,부산 강서구 생곡로 40 (녹산동),1608,N,S-OIL
(주)젤코바에너지,부산 강서구 낙동남로 700,1608,N,S-OIL
세기상사(주) 공항주유소,부산 강서구 공항로 469 (대저2동),1609,N,S-OIL
명지농협주유소,부산 강서구 르노삼성대로 572 (명지동),1609,Y,NH-OIL
신항만주유소,부산 강서구 가락대로1243번길 68,1609,Y,현대오일뱅크
(주)우양네트웍스 구도일주유소 삼광,부산 강서구 공항로 799 (대저2동),1615,Y,S-OIL
김해공항주유소,부산 강서구 공항진입로 25 (대저2동),1615,Y,GS칼텍스
이왕주유소,부산 강서구 대저로255번길 21 (대저1동),1618,Y,현대오일뱅크
우리들주유소,부산 강서구 낙동남로 667 (녹산동),1618,Y,GS칼텍스
유성주유소,부산 강서구 생곡로 337 (생곡동),1618,Y,S-OIL
(주)신항만에너지,부산 강서구 낙동남로 507 (녹산동),1618,Y,S-OIL
(주)만은에너지 대사리주유소,부산 강서구 낙동북로 65 (강동동),1618,Y,GS칼텍스
(주)우보주유소,부산 강서구 낙동북로 142 (강동동),1618,N,S-OIL
극동유화(주) 고려주유소,부산 강서구 르노삼성대로 586,1618,Y,S-OIL
(주)범방주유소,부산 강서구 가락대로 963,1619,N,SK에너지
대양석유(주)한마음주유소,부산 강서구 르노삼성로 77 (명지동),1619,Y,SK에너지
(주)에스피씨삼립 부산신항주유소,부산 강서구 가락대로 706 (생곡동),1619,Y,현대오일뱅크
(주)DJS신항만물류단지주유소,부산 강서구 가락대로 834 (범방동),1628,Y,S-OIL
녹산화물터미널주유소,부산 강서구 녹산산업북로 119 (송정동),1628,N,GS칼텍스
(주)시큐 대저고속주유소,부산 강서구 체육공원로 66 (대저1동),1628,N,GS칼텍스
(주)유성주유소,부산 강서구 명지국제2로28번길 36,1628,Y,S-OIL
CJ대한통운㈜ 성민주유소,부산 강서구 가락대로 389 (송정동),1629,N,S-OIL
SK에너지(주) 경마장주유소,부산 강서구 가락대로 1027,1629,Y,SK에너지
제일주유소,부산 강서구 가락대로 1417,1638,N,GS칼텍스
명품주유소,부산 강서구 대저로 283 (대저1동),1638,N,현대오일뱅크
오봉주유소,부산 강서구 호계로 1 (죽림동),1638,N,SK에너지
동성셀프주유소,부산 강서구 명지국제8로 272 (명지동),1638,Y,S-OIL
(주)비에스이주유소,부산 강서구 낙동북로 18 (강동동),1639,Y,현대오일뱅크
광신석유(주)직영 명지주유소,부산 강서구 르노삼성대로 372 (명지동),1639,Y,SK에너지
유성에너지(주)풍경주유소,부산 강서구 낙동남로 432,1649,N,SK에너지
대양산업(주)대양가덕주유소,부산 강서구 거가대로 2571  (천성동),1657,Y,GS칼텍스
금룡주유소,부산 강서구 가락대로 1361 (봉림동),1658,N,S-OIL
SK에너지(주)새부산주유소,부산 강서구 낙동북로 42 (강동동),1658,Y,SK에너지
내트럭(주) 부산신항남컨사업소,부산 강서구 신항남로 507,1659,N,SK에너지
명지주유소,부산 강서구 낙동남로 1042,1678,N,SK에너지
만선주유소,부산 강서구 가락대로210번길 102,1688,N,현대오일뱅크
훼미리알뜰주유소,부산 금정구 두실로 2,1607,N,알뜰주유소
은마석유 노포주유소,부산 금정구 중앙대로 2191 (노포동),1607,Y,GS칼텍스
청룡명품주유소,부산 금정구 중앙대로 2130,1607,N,현대오일뱅크
금두꺼비주유소,부산광역시 금정구  부곡로 67 (부곡동),1608,Y,알뜰주유소
남산주유소,부산 금정구 중앙대로 2044 (남산동),1618,Y,S-OIL
금샘로주유소,부산 금정구 금샘로 460 (남산동),1619,Y,SK에너지
금강주유소,부산 금정구 중앙대로 1972,1619,N,SK에너지
부산벙커앤오일㈜ 에이원주유소,부산 금정구 반송로 364 (서동),1627,Y,SK에너지
신화주유소,부산 금정구 금강로 721,1638,Y,현대오일뱅크
식물원주유소,부산 금정구 금샘로 21 (장전동),1659,N,S-OIL
거북이주유소(SK),부산 금정구 중앙대로 1672 (부곡동),1659,Y,SK에너지
한솔유화(주) 직영 한길주유소,부산 금정구 중앙대로 1646 (부곡동),1659,N,현대오일뱅크
현대오일뱅크㈜ 직영 금정셀프주유소,부산 금정구 중앙대로 1664 (부곡동),1664,Y,현대오일뱅크
동진주유소,"부산 금정구 금정로 216,  (구서동)",1664,Y,SK에너지
현대오일뱅크㈜직영 부곡셀프주유소,부산 금정구 중앙대로 1597 (부곡동),1664,Y,현대오일뱅크
지에스칼텍스(주)신창주유소,부산 금정구 중앙대로 1698 (부곡동),1669,Y,GS칼텍스
금정산주유소,부산 금정구 금샘로 399 (구서동),1677,N,SK에너지
동양주유소,부산 금정구  반송로 391 (서동),1689,Y,현대오일뱅크
석2주유소,부산 금정구 식물원로 21 (장전동),1699,N,GS칼텍스
지에스칼텍스(주)영풍주유소,부산 금정구 중앙대로 1782 (부곡동),1719,Y,GS칼텍스
새석대주유소,부산 금정구 반송로 463 (금사동),1737,N,S-OIL
한길주유소,부산 금정구 반송로 420 (금사동),-,Y,현대오일뱅크
월드컵주유소,부산 기장군 일광면 기장대로 1230,1589,Y,알뜰주유소
월드주유소,부산 기장군 기장읍 반송로 1559,1594,Y,현대오일뱅크
뉴장안IC주유소,부산 기장군 장안읍 좌동길 45,1595,Y,S-OIL
의학원self주유소,부산 기장군 장안읍 좌동길 47,1595,Y,SK에너지
내리주유소,부산 기장군 기장읍 기장대로 84,1596,Y,현대오일뱅크
(주)동남주유소,부산 기장군 철마면 반송로 983,1598,Y,GS칼텍스
(주)천일에너지 천일주유소,부산 기장군 신정관로 183,1598,Y,현대오일뱅크
하영주유소,부산 기장군 기장읍 반송로 1517,1599,Y,GS칼텍스
삼거리주유소,부산 기장군 기장읍 반송로 1653,1599,N,현대오일뱅크
동일화승주유소,부산 기장군 기장읍 반송로 1582,1599,Y,SK에너지
삼성셀프주유소,부산 기장군 일광면 기장대로 677,1599,Y,S-OIL
기장IC주유소,부산 기장군 일광면 기장대로 670,1599,Y,SK에너지
용문주유소,부산 기장군 일광면 기장대로 710,1599,Y,현대오일뱅크
부경셀프주유소,부산 기장군 기장읍 반송로 1407,1599,Y,SK에너지
동양주유소/충전소,부산 기장군 기장읍 기장대로 530,1599,N,현대오일뱅크
(주)동광주유소,부산 기장군 기장읍 차성로 241,1599,N,현대오일뱅크
공단신도시주유소,부산 기장군 정관면 정관로 835,1600,Y,현대오일뱅크
달음산주유소,부산 기장군 장안읍 정관로 1115,1605,Y,GS칼텍스
㈜첼시주유소,부산 기장군 장안읍 정관로 1148,1608,Y,현대오일뱅크
장안IC(상)주유소,부산 기장군 장안읍 기장대로 1586,1608,N,SK에너지
백운1주유소,부산 기장군 정관면 정관로 779,1608,Y,GS칼텍스
은마석유(주) 대영주유소,부산 기장군 정관면 정관로 249,1608,Y,GS칼텍스
선암주유소,부산 기장군 장안읍 기장대로 1453,1608,N,현대오일뱅크
기분조은주유소,부산 기장군 정관면 정관로 787,1608,N,SK에너지
동부산농협클린주유소,부산 기장군 일광면 기장대로 1037,1609,Y,NH-OIL
신아시아드주유소,부산광역시 기장군 일광면 기장대로 996,1617,N,GS칼텍스
창암2주유소,부산 기장군 정관면 신정관로 188,1618,N,자가상표
세방주유소,부산 기장군 일광면 기장대로 1195,1618,N,현대오일뱅크
창암주유소,부산 기장군 정관면 신정관로 188,1618,Y,S-OIL
장안IC(하)주유소,부산 기장군 장안읍 기장대로 1615,1618,N,SK에너지
안평주유소,부산 기장군 철마면 반송로 1300,1618,N,S-OIL
대변주유소,부산 기장군 기장읍 연화길 34,1619,N,알뜰주유소
오성주유소,부산 기장군 일광면 일광로 722,1628,N,현대오일뱅크
(주)푸른숲self주유소,부산 기장군 장안읍 기장대로 1751,1629,Y,SK에너지
(주)장안가스충전소/주유소,부산 기장군 장안읍 기장대로 1673,1637,N,S-OIL
광신직영(정관신도시셀프),부산 기장군 정관면 정관로 901,1638,Y,S-OIL
명례주유소,부산 기장군 장안읍 기장대로 2217,1639,N,현대오일뱅크
KH에너지(주)직영 장안주유소(부산방향),부산 기장군 장안읍 동해고속도로 25,1647,N,SK에너지
태양주유소,부산 기장군 기장읍 대변로 13,1647,N,GS칼텍스
KH에너지(주)직영 장안주유소(울산방향),부산 기장군 장안읍 동해고속도로 26,1647,N,SK에너지
(주)고리길천주유소,부산 기장군 장안읍 해맞이로 487,1658,N,S-OIL
솔밭주유소,부산 기장군 장안읍 반룡로 16,1660,N,SK에너지
공단주유소,부산 기장군 정관면 정관로 833,1663,N,현대오일뱅크
기장수협주유소,부산 기장군 기장읍 기장해안로 426,1679,N,SK에너지
지에스칼텍스(주)청강휴게소주유소,부산 기장군 기장읍 기장대로 343,1679,Y,GS칼텍스
(주)SK정관주유소,부산 기장군 정관면 정관덕산길 21,1699,Y,SK에너지
광덕주유소,부산 기장군 일광면 기장대로 1291,-,N,GS칼텍스
(주)경인석유,부산 남구 신선로 448 (용당동),1598,Y,SK에너지
매일주유소,부산 남구 수영로 22 (문현동),1598,Y,알뜰주유소
(주)대호석유 용당CY주유소,부산 남구 신선로 392 (용당동),1598,Y,GS칼텍스
사랑드림주유소,부산 남구 황령대로 345 (대연동),1599,Y,S-OIL
삼화주유소,부산 남구 우암로 92 (감만동),1607,N,알뜰주유소
북항대교주유소,부산 남구  신선로 316 (용당동),1607,Y,S-OIL
우암주유소,부산 남구 우암로 204,1609,Y,GS칼텍스
팔성셀프주유소,부산 남구 유엔로 138,1609,Y,현대오일뱅크
YK에너지(주),부산 남구 신선로 387 (용당동),1609,Y,SK에너지
(주)문화주유소,부산 남구 유엔로 155,1609,N,GS칼텍스
우암로셀프주유소,부산 남구 우암로 232 (우암동),1609,Y,현대오일뱅크
광신리소스(주) 광안대교주유소,부산 남구 유엔로 202,1609,Y,SK에너지
분포셀프주유소,부산 남구 용호로 116 (용호동),1619,Y,SK에너지
굿오일주유소,부산 남구 북항로 108,1619,N,S-OIL
반도주유소,부산 남구 신선로 442 (용당동),1637,N,S-OIL
구도일주유소용호,부산 남구 용호로 172 (용호동),1639,N,S-OIL
지에스칼텍스㈜ 비치주유소,부산 남구 용호로 60 (용호동),1639,Y,GS칼텍스
